ID,Brand,Name,Purchase,Retail,current,Unit,Variant,Code,Barcode,category,Description ,image path
90,B NATURAL,B NATURAL APPLE 180ML,14.36,20,20,200ML,APPLE 200ML,2400,8.90173E+12,2,Product B NATURAL APPLE 180ML variant APPLE 200ML unit 200ML from brand B NATURAL.,/home/ubuntu/upload/unzipped_products/Final_Products/B NATURAL APPLE 180ML.png
91,B NATURAL,B NATURAL APPLE 1L,78.04,100,140,200ML,APPLE 200ML,2401,8.90173E+12,2,Product B NATURAL APPLE 1L variant APPLE 200ML unit 200ML from brand B NATURAL.,/home/ubuntu/upload/unzipped_products/Final_Products/B NATURAL APPLE 1L.png
92,B NATURAL,B NATURAL GUAVA 125ML,7.48,10,10,125ML,GUAVA BEVERAGE,2404,8.90173E+12,2,Product B NATURAL GUAVA 125ML variant GUAVA BEVERAGE unit 125ML from brand B NATURAL.,/home/ubuntu/upload/unzipped_products/Final_Products/B NATURAL GUAVA 125ML.png
93,B NATURAL,B NATURAL GUAVA 180ML,14.36,20,20,180ML,GUAVA BEVERAGE,2405,8.90173E+12,2,Product B NATURAL GUAVA 180ML variant GUAVA BEVERAGE unit 180ML from brand B NATURAL.,/home/ubuntu/upload/unzipped_products/Final_Products/B NATURAL GUAVA 180ML.png
94,B NATURAL,B NATURAL GUAVA DELIGHT 1L,80.36,105,110,1L,GUAVA DELIGHT,2406,8.90173E+12,2,Product B NATURAL GUAVA DELIGHT 1L variant GUAVA DELIGHT unit 1L from brand B NATURAL.,/home/ubuntu/upload/unzipped_products/Final_Products/B NATURAL GUAVA DELIGHT 1L.png
95,B NATURAL,B NATURAL LITCHI 180ML,13.39,20,20,180ML,LITCHI,2408,8.90173E+12,2,Product B NATURAL LITCHI 180ML variant LITCHI unit 180ML from brand B NATURAL.,/home/ubuntu/upload/unzipped_products/Final_Products/B NATURAL LITCHI 180ML.png
96,B NATURAL,B NATURAL LITCHI 1L,80.36,110,110,1L,LITCHI,2409,8.90173E+12,2,Product B NATURAL LITCHI 1L variant LITCHI unit 1L from brand B NATURAL.,/home/ubuntu/upload/unzipped_products/Final_Products/B NATURAL LITCHI 1L.png
97,B NATURAL,B NATURAL LITCHI 980ML,78.04,100,100,980ML,LITCHI,2410,8.90173E+12,2,Product B NATURAL LITCHI 980ML variant LITCHI unit 980ML from brand B NATURAL.,/home/ubuntu/upload/unzipped_products/Final_Products/B NATURAL LITCHI 980ML.png
98,B NATURAL,B NATURAL MANGO 180ML,13.39,20,20,180ML,MANGO,2413,8.90173E+12,2,Product B NATURAL MANGO 180ML variant MANGO unit 180ML from brand B NATURAL.,/home/ubuntu/upload/unzipped_products/Final_Products/B NATURAL MANGO 180ML.png
99,B NATURAL,B NATURAL MIXED FRUIT 125ML,7.48,10,10,125ML,MIXED FRUIT,2415,8.90173E+12,2,Product B NATURAL MIXED FRUIT 125ML variant MIXED FRUIT unit 125ML from brand B NATURAL.,/home/ubuntu/upload/unzipped_products/Final_Products/B NATURAL MIXED FRUIT 125ML.png
100,B NATURAL,B NATURAL MIXED FRUIT 1L,50,80,120,1L,MIXED FRUIT,2416,8.90173E+12,2,Product B NATURAL MIXED FRUIT 1L variant MIXED FRUIT unit 1L from brand B NATURAL.,/home/ubuntu/upload/unzipped_products/Final_Products/B NATURAL MIXED FRUIT 1L.png
101,BANJARA,BANJARA AMLA ALOVERA HENNA,45.91,65,65,,BANJARA AMLA,2957,8.90605E+12,8,Product BANJARA AMLA ALOVERA HENNA variant BANJARA AMLA from brand BANJARA.,/home/ubuntu/upload/unzipped_products/Final_Products/BANJARA AMLA ALOVERA HENNA.png
102,BANJARA,BANJARA AMLA BLACK HENNA,49.43,70,70,,BANJARA AMLA,2959,8.90605E+12,8,Product BANJARA AMLA BLACK HENNA variant BANJARA AMLA from brand BANJARA.,/home/ubuntu/upload/unzipped_products/Final_Products/BANJARA AMLA BLACK HENNA.png
103,BANJARA,BANJARA AMLA HIBISCUS HENNA,45.91,63,65,,BANJARA AMLA,2961,8.90605E+12,8,Product BANJARA AMLA HIBISCUS HENNA variant BANJARA AMLA from brand BANJARA.,/home/ubuntu/upload/unzipped_products/Final_Products/BANJARA AMLA HIBISCUS HENNA.png
104,BANJARA,BANJARA BANJARA ALOVERA,84.75,120,120,,BANJARA ALOVERA,2963,8.90605E+12,8,Product BANJARA BANJARA ALOVERA variant BANJARA ALOVERA from brand BANJARA.,/home/ubuntu/upload/unzipped_products/Final_Products/BANJARA BANJARA ALOVERA.png
105,BANJARA,BANJARA BANJARA AMLA,17.65,25,25,,BANJARA AMLA,2965,8.90605E+12,8,Product BANJARA BANJARA AMLA variant BANJARA AMLA from brand BANJARA.,/home/ubuntu/upload/unzipped_products/Final_Products/BANJARA BANJARA AMLA.png
106,BANJARA,BANJARA BANJARA HIBISCUS,17.65,25,25,,BANJARA HIBISCUS,2966,8.90605E+12,8,Product BANJARA BANJARA HIBISCUS variant BANJARA HIBISCUS from brand BANJARA.,/home/ubuntu/upload/unzipped_products/Final_Products/BANJARA BANJARA HIBISCUS.png
107,BANJARA,BANJARA BANJARA MULT MITTI,35.31,50,50,,BANJARA MULT MITTI,2967,8.90605E+12,8,Product BANJARA BANJARA MULT MITTI variant BANJARA MULT MITTI from brand BANJARA.,/home/ubuntu/upload/unzipped_products/Final_Products/BANJARA BANJARA MULT MITTI.png
108,BANJARA,BANJARA MULT MITTI PAPAYA 100G,35.31,50,50,100G,MULT MITTI PAPAYA,2980,8.90605E+12,8,Product BANJARA MULT MITTI PAPAYA 100G variant MULT MITTI PAPAYA unit 100G from brand BANJARA.,/home/ubuntu/upload/unzipped_products/Final_Products/BANJARA MULT MITTI PAPAYA 100G.png
109,BARBICAN,BARBICAN APPLE FLVR 330ML,77,110,120,200ML,APPLE 200ML,3030,6.28103E+12,2,Product BARBICAN APPLE FLVR 330ML variant APPLE 200ML unit 200ML from brand BARBICAN.,/home/ubuntu/upload/unzipped_products/Final_Products/BARBICAN APPLE FLVR 330ML.png
110,BARBICAN,BARBICAN LEMON FLVR 330ML,77,110,120,330ML,LEMON,3031,6.28103E+12,2,Product BARBICAN LEMON FLVR 330ML variant LEMON unit 330ML from brand BARBICAN.,/home/ubuntu/upload/unzipped_products/Final_Products/BARBICAN LEMON FLVR 330ML.png
111,BARBICAN,BARBICAN MALT FLVR 330ML,69.64,110,120,330ML,MALT,3032,6.28103E+12,2,Product BARBICAN MALT FLVR 330ML variant MALT unit 330ML from brand BARBICAN.,/home/ubuntu/upload/unzipped_products/Final_Products/BARBICAN MALT FLVR 330ML.png
112,BARBICAN,BARBICAN PEACH FLVR 330ML,69.64,110,120,330ML,PEACH 330ML,3033,6.28103E+12,2,Product BARBICAN PEACH FLVR 330ML variant PEACH 330ML unit 330ML from brand BARBICAN.,/home/ubuntu/upload/unzipped_products/Final_Products/BARBICAN PEACH FLVR 330ML.png
113,BAULI ,BAULI MOONFILS 2+1 CROISSANTS,27.12,40,40,,MOONFILS CHOCO,3079,8.90616E+12,5,Product BAULI MOONFILS 2+1 CROISSANTS variant MOONFILS CHOCO from brand BAULI.,/home/ubuntu/upload/unzipped_products/Final_Products/BAULI MOONFILS 2+1 CROISSANTS.png
114,BAULI ,BAULI MOONFILS CHOCO 45G,13.56,20,20,45G,MOONFILS CHOCO,3080,8.90801E+12,5,Product BAULI MOONFILS CHOCO 45G variant MOONFILS CHOCO unit 45G from brand BAULI.,/home/ubuntu/upload/unzipped_products/Final_Products/BAULI MOONFILS CHOCO 45G.png
115,BAULI ,BAULI MOONFILS VEG 45G,13.56,20,20,45G,MOONFILS CHOCO,3083,8.90801E+12,5,Product BAULI MOONFILS VANILLA VEG 45G variant VANILLA unit 45G from brand BAULI.,/home/ubuntu/upload/unzipped_products/Final_Products/BAULI MOONFILS VEG 45G.png
116,BAULI ,BAULI SPYROLL,11.29,15,15,,SPYCI,3087,8.90801E+12,5,Product BAULI SPYROLL variant SPYCI from brand BAULI.,/home/ubuntu/upload/unzipped_products/Final_Products/BAULI SPYROLL.png
117,BAVARIA,BAVARIA FLAVOURED MALT DRINK 330ML,66.96,125,150,330ML,FLAVOUR MIX,3091,8.7148E+12,2,Product BAVARIA FLAVOURED MALT DRINK 330ML variant FLAVOUR MIX unit 330ML from brand BAVARIA.,/home/ubuntu/upload/unzipped_products/Final_Products/BAVARIA FLAVOURED MALT DRINK 330ML.png
118,BAVARIA,BAVARIA FLAVOURED MALT DRINK 500ML,67.8,135,150,500ML,MALT,3096,8.7148E+12,2,Product BAVARIA FLAVOURED MALT DRINK 500ML variant MALT unit 500ML from brand BAVARIA.,/home/ubuntu/upload/unzipped_products/Final_Products/BAVARIA FLAVOURED MALT DRINK 500ML.png
119,BAVARIA,BAVARIA LEMON MALT DRINK 330ML,55,60,120,330ML,LEMON,3097,8.7148E+12,2,Product BAVARIA LEMON MALT DRINK 330ML variant LEMON unit 330ML from brand BAVARIA.,/home/ubuntu/upload/unzipped_products/Final_Products/BAVARIA LEMON MALT DRINK 330ML.png
120,BAVARIA,BAVARIA MANGO PASSION JUICE 330ML,55,95,110,330ML,MANGO,3098,8.7148E+12,2,Product BAVARIA MANGO PASSION JUICE 330ML variant MANGO unit 330ML from brand BAVARIA.,/home/ubuntu/upload/unzipped_products/Final_Products/BAVARIA MANGO PASSION JUICE 330ML.png
121,BAVARIA,BAVARIA PEACH MALT DRINK 330ML,55,95,110,330ML,PEACH 330ML,3099,8.7148E+12,2,Product BAVARIA PEACH MALT DRINK 330ML variant PEACH 330ML unit 330ML from brand BAVARIA.,/home/ubuntu/upload/unzipped_products/Final_Products/BAVARIA PEACH MALT DRINK 330ML.png
122,BINGO,BINGO CHEESE NACHOS FLVR,8.04,10,10,,NACHO CRISP,3415,8.90173E+12,6,Product BINGO CHEESE NACHOS FLVR variant NACHO CRISP from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO CHEESE NACHOS FLVR.png
123,BINGO,BINGO CHEESE NACHOS FLVR FREE DIP,15.26,20,20,,NACHOS,3416,8.90173E+12,6,Product BINGO CHEESE NACHOS FLVR FREE DIP variant NACHOS from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO CHEESE NACHOS FLVR FREE DIP.png
124,BINGO,BINGO CHILLI LEMON NACHOS 82.5G,41.01,50,50,82.5G,CHILLI,3420,8.90173E+12,6,Product BINGO CHILLI LEMON NACHOS 82.5G variant CHILLI unit 82.5G from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO CHILLI LEMON NACHOS 82.5G.png
125,BINGO,BINGO CHILLI SPRINKLED 21G,8.04,10,10,21G,CHILLI,3421,8.90173E+12,6,Product BINGO CHILLI SPRINKLED 21G variant CHILLI unit 21G from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO CHILLI SPRINKLED 21G.png
126,BINGO,BINGO CHILLI SPRINKLED POTATO CHIPS,41.01,50,50,,CHILLI,3422,8.90173E+12,6,Product BINGO CHILLI SPRINKLED POTATO CHIPS variant CHILLI from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO CHILLI SPRINKLED POTATO CHIPS.png
127,BINGO,BINGO CREAM & ONION 24G,8.04,10,10,24G,CREAM &OINION,3423,8.90173E+12,6,Product BINGO CREAM & ONION 24G variant CREAM &OINION unit 24G from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO CREAM & ONION 24G.png
128,BINGO,BINGO MAD ANGLES,8.04,10,10,,MAD ANGLES,3437,8.90173E+12,6,Product BINGO MAD ANGLES variant MAD ANGLES from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO MAD ANGLES.png
129,BINGO,BINGO MAD ANGLES ACHAARI MASTI,8.04,10,10,,ACHARI TIKKA,3438,8.90173E+12,6,Product BINGO MAD ANGLES ACHAARI MASTI variant ACHARI TIKKA from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO MAD ANGLES ACHAARI MASTI.png
130,BINGO,BINGO MAD ANGLES ACHAARI MASTI 130G,41.01,50,50,130G,MAD ANGLES,3439,8.90173E+12,6,Product BINGO MAD ANGLES ACHAARI MASTI 130G variant MAD ANGLES unit 130G from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO MAD ANGLES ACHAARI MASTI 130G.png
131,BINGO,BINGO MAD ANGLES ACHAARI MASTI 66G,15.26,20,20,66G,MAD ANGLES,3440,8.90173E+12,6,Product BINGO MAD ANGLES ACHAARI MASTI 66G variant MAD ANGLES unit 66G from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO MAD ANGLES ACHAARI MASTI 66G.png
132,BINGO,BINGO MAD ANGLES MMMMM MASALA 66G,15.26,20,20,66G,MAD ANGLES,3441,8.90173E+12,6,Product BINGO MAD ANGLES MMMMM MASALA 66G variant MAD ANGLES unit 66G from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO MAD ANGLES MMMMM MASALA 66G.png
133,BINGO,BINGO MAD ANGLES PERI PERI 130G,37.11,50,50,130G,ANGLE WIPER,3444,8.90173E+12,6,Product BINGO MAD ANGLES PERI PERI 130G variant ANGLE WIPER unit 130G from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO MAD ANGLES PERI PERI 130G.png
134,BINGO,BINGO MAD ANGLES PERI PERI 33G,8.04,10,10,33G,MAD ANGLES,3445,8.90173E+12,6,Product BINGO MAD ANGLES PERI PERI 33G variant MAD ANGLES unit 33G from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO MAD ANGLES PERI PERI 33G.png
135,BINGO,BINGO MAD ANGLES PIZZA...AAAAH 33G,8.04,10,10,33G,MAD ANGLES,3446,8.90173E+12,6,Product BINGO MAD ANGLES PIZZA...AAAAH 33G variant MAD ANGLES unit 33G from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO MAD ANGLES PIZZA...AAAAH 33G.png
136,BINGO,BINGO MAD ANGLES PIZZA...AAAAH 66G,15.26,20,20,66G,MAD ANGLES,3447,8.90173E+12,6,Product BINGO MAD ANGLES PIZZA...AAAAH 66G variant MAD ANGLES unit 66G from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO MAD ANGLES PIZZA...AAAAH 66G.png
137,BINGO,BINGO MAD ANGLES VERY PERI PERI 130G,41.01,50,50,130G,MAD ANGLES,3451,8.90173E+12,6,Product BINGO MAD ANGLES VERY PERI PERI 130G variant MAD ANGLES unit 130G from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO MAD ANGLES VERY PERI PERI 130G.png
138,BINGO,BINGO MAD ANGLES VERY PERI PERI 66G,15.26,20,20,66G,MAD ANGLES,3452,8.90173E+12,6,Product BINGO MAD ANGLES VERY PERI PERI 66G variant MAD ANGLES unit 66G from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO MAD ANGLES VERY PERI PERI 66G.png
139,BINGO,BINGO POPPED CHIPS SALT & PEPPER,15.26,20,20,,SALT& PEPPER,3458,8.90908E+12,6,Product BINGO POPPED CHIPS SALT & PEPPER variant SALT& PEPPER from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO POPPED CHIPS SALT & PEPPER.png
140,BINGO,BINGO POPPED INDIAN SPICE MIX CHIPS 25G,15.26,20,20,25G,CHIPS PIRI PIRI,3459,8.90908E+12,6,Product BINGO POPPED INDIAN SPICE MIX CHIPS 25G variant CHIPS PIRI PIRI unit 25G from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO POPPED INDIAN SPICE MIX CHIPS 25G.png
141,BINGO,BINGO POTATO CHIPS SALT 22G,7.31,10,10,22G,POTATO CHIPS SALT 22G,3469,8.90173E+12,6,Product BINGO POTATO CHIPS SALT 22G variant POTATO CHIPS SALT 22G unit 22G from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO POTATO CHIPS SALT 22G.png
142,BINGO,BINGO TEDHE MEDHE CHATPATA TWIST,8.04,10,10,,CHATPAT,3476,8.90173E+12,6,Product BINGO TEDHE MEDHE CHATPATA TWIST variant CHATPAT from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO TEDHE MEDHE CHATPATA TWIST.png
143,BINGO,BINGO TEDHE MEDHE KHATTA MEETHA 41G,8.04,10,10,41G,KHATTA MEETHA,3478,8.90173E+12,6,Product BINGO TEDHE MEDHE KHATTA MEETHA 41G variant KHATTA MEETHA unit 41G from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO TEDHE MEDHE KHATTA MEETHA 41G.png
144,BINGO,BINGO TEDHE MEDHE MASALA TADKA 80G,15.26,20,20,80G,MASALA,3481,8.90173E+12,6,Product BINGO TEDHE MEDHE MASALA TADKA 80G variant MASALA unit 80G from brand BINGO.,/home/ubuntu/upload/unzipped_products/Final_Products/BINGO TEDHE MEDHE MASALA TADKA 80G.png
145,BISLERI,BISLERI CLUB SODA 600ML,12.01,18,18,600ML,CLUB SODA,3737,8.90602E+12,2,Product BISLERI CLUB SODA 600ML variant CLUB SODA unit 600ML from brand BISLERI.,/home/ubuntu/upload/unzipped_products/Final_Products/BISLERI CLUB SODA 600ML.png
146,BISLERI,BISLERI CLUB SODA 750ML,12.01,20,20,750ML,CLUB SODA,3738,8.90602E+12,2,Product BISLERI CLUB SODA 750ML variant CLUB SODA unit 750ML from brand BISLERI.,/home/ubuntu/upload/unzipped_products/Final_Products/BISLERI CLUB SODA 750ML.png
147,BISLERI,BISLERI FONZO 250ML,10.22,20,20,250ML,FONZO,3739,8.90602E+12,2,Product BISLERI FONZO 250ML variant FONZO unit 250ML from brand BISLERI.,/home/ubuntu/upload/unzipped_products/Final_Products/BISLERI FONZO 250ML.png
148,BISLERI,BISLERI LEMONATA 160ML,6.36,10,10,160ML,LEMON,3740,8.90602E+12,2,Product BISLERI LEMONATA 160ML variant LEMON unit 160ML from brand BISLERI.,/home/ubuntu/upload/unzipped_products/Final_Products/BISLERI LEMONATA 160ML.png
149,BISELRI,BISLERI WATER 10L,91.53,120,120,10L,WATER,3748,8.90602E+12,2,Product BISLERI WATER 10L variant WATER unit 10L from brand BISELRI.,/home/ubuntu/upload/unzipped_products/Final_Products/BISLERI WATER 10L.png
150,BISLERI,BISLERI WATER 1L,9.89,20,20,1L,WATER,3750,8.90602E+12,2,Product BISLERI WATER 1L variant WATER unit 1L from brand BISLERI.,/home/ubuntu/upload/unzipped_products/Final_Products/BISLERI WATER 1L.png
151,BISLERI,BISLERI WATER 250ML,4.7,6,6,250ML,WATER,3751,8.90602E+12,2,Product BISLERI WATER 250ML variant WATER unit 250ML from brand BISLERI.,/home/ubuntu/upload/unzipped_products/Final_Products/BISLERI WATER 250ML.png
152,BISLERI,BISLERI WATER 2L,18.36,30,30,2L,WATER,3752,8.90602E+12,2,Product BISLERI WATER 2L variant WATER unit 2L from brand BISLERI.,/home/ubuntu/upload/unzipped_products/Final_Products/BISLERI WATER 2L.png
153,BISLERI,BISLERI WATER 500ML,6,10,10,500ML,WATER,3753,8.90602E+12,2,Product BISLERI WATER 500ML variant WATER unit 500ML from brand BISLERI.,/home/ubuntu/upload/unzipped_products/Final_Products/BISLERI WATER 500ML.png
154,BISLERI,BISLERI WATER 5L,53.39,75,75,5L,WATER,3754,8.90602E+12,2,Product BISLERI WATER 5L variant WATER unit 5L from brand BISLERI.,/home/ubuntu/upload/unzipped_products/Final_Products/BISLERI WATER 5L.png
155,BISLERI,BISLERI WATER ROCKSTAR 300ML,5.3,7,7,300ML,WATER,3756,8.90602E+12,2,Product BISLERI WATER ROCKSTAR 300ML variant WATER unit 300ML from brand BISLERI.,/home/ubuntu/upload/unzipped_products/Final_Products/BISLERI WATER ROCKSTAR 300ML.png
156,BOOST,BOOST 17G,3.92,5,5,140GM,POWDER 140GM,3892,8.90103E+12,2,Product BOOST 17G variant POWDER 140GM unit 140GM from brand BOOST.,/home/ubuntu/upload/unzipped_products/Final_Products/BOOST 17G.png
157,BOOST,BOOST 1KG,411.96,515,525,1KG,GENERAL,3893,8.90103E+12,2,Product BOOST 1KG variant GENERAL unit 1KG from brand BOOST.,/home/ubuntu/upload/unzipped_products/Final_Products/BOOST 1KG.png
158,BOOST,BOOST 22G,7.85,10,10,22G,GENERAL,3896,8.90911E+12,2,Product BOOST 22G variant GENERAL unit 22G from brand BOOST.,/home/ubuntu/upload/unzipped_products/Final_Products/BOOST 22G.png
159,BOOST,BOOST 3X STAMINA  500G,234.62,299,299,500G,3X STAMINA,3902,8.90103E+12,2,Product BOOST 3X STAMINA  500G variant 3X STAMINA unit 500G from brand BOOST.,/home/ubuntu/upload/unzipped_products/Final_Products/BOOST 3X STAMINA  500G.png
160,BOOST,BOOST 3X STAMINA 500 JAR,234.62,299,299,,3X STAMINA,3908,8.90103E+12,2,Product BOOST 3X STAMINA 500 JAR variant 3X STAMINA from brand BOOST.,/home/ubuntu/upload/unzipped_products/Final_Products/BOOST 3X STAMINA 500 JAR.png
161,BOOST,BOOST 500G POUCH+MUG FREE,156.15,197,199,140GM,POWDER 140GM,3918,8.90103E+12,2,Product BOOST 500G POUCH+MUG FREE variant POWDER 140GM unit 140GM from brand BOOST.,/home/ubuntu/upload/unzipped_products/Final_Products/BOOST 500G POUCH+MUG FREE.png
162,BOOST,BOOST 9G,3.92,5,5,9G,GENERAL,3919,8.90911E+12,2,Product BOOST 9G variant GENERAL unit 9G from brand BOOST.,/home/ubuntu/upload/unzipped_products/Final_Products/BOOST 9G.png
163,BROKE BOND,BROKE BOND 3 ROSES 100G,80.11,90,90,100G,3 ROSES,4328,8.90103E+12,2,Product BROKE BOND 3 ROSES 100G variant 3 ROSES unit 100G from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROKE BOND 3 ROSES 100G.png
164,BROKE BOND,BROKE BOND 3 ROSES 1K,320.43,355,360,,3 ROSES,4329,8.90103E+12,2,Product BROKE BOND 3 ROSES 1K variant 3 ROSES from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROKE BOND 3 ROSES 1K.png
165,BROKE BOND,BROKE BOND 3 ROSES 2,1.54,2,2,,3 ROSES,4335,8.90103E+12,2,Product BROKE BOND 3 ROSES 2 variant 3 ROSES from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROKE BOND 3 ROSES 2.png
166,BROKE BOND,BROKE BOND 3 ROSES 500G,263.92,299,315,500G,3 ROSES,4336,,2,Product BROKE BOND 3 ROSES 500G variant 3 ROSES unit 500G from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROKE BOND 3 ROSES 500G.png
167,BROKE BOND,BROKE BOND 3 ROSES NATURAL CARE 100G,89.01,100,100,100G,3 ROSES,4337,8.90103E+12,2,Product BROKE BOND 3 ROSES NATURAL CARE 100G variant 3 ROSES unit 100G from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROKE BOND 3 ROSES NATURAL CARE 100G.png
168,BROKE BOND,BROKE BOND 3ROSES 50G,37.59,45,45,50G,3ROSES,4340,8.90103E+12,2,Product BROKE BOND 3ROSES 50G variant 3ROSES unit 50G from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROKE BOND 3ROSES 50G.png
169,BROKE BOND,BROKE BOND 3ROSES NATURAL CARE,8.14,10,10,,NATURAL CARE,4341,8.90103E+12,2,Product BROKE BOND 3ROSES NATURAL CARE variant NATURAL CARE from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROKE BOND 3ROSES NATURAL CARE.png
170,BROKE BOND,BROKE BOND RED LABEL 100GM,34.67,40,40,250GM,RED LABEL 250GM,4342,8.90103E+12,2,Product BROKE BOND RED LABEL 100GM variant RED LABEL 250GM unit 250GM from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROKE BOND RED LABEL 100GM.png
171,BROKE BOND,BROKE BOND RED LABEL 250,146.86,163,165,250GM,RED LABEL 250GM,4347,8.90103E+12,2,Product BROKE BOND RED LABEL 250 variant RED LABEL 250GM unit 250GM from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROKE BOND RED LABEL 250.png
172,BROKE BOND,BROKE BOND RED LABEL 250GM,129.06,142.1,145,250GM,RED LABEL 250GM,4350,8.90103E+12,2,Product BROKE BOND RED LABEL 250GM variant RED LABEL 250GM unit 250GM from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROKE BOND RED LABEL 250GM.png
173,BROKE BOND,BROKE BOND RED LABEL 2KG,623.56,730,745,250GM,RED LABEL 250GM,4353,8.90103E+12,2,Product BROKE BOND RED LABEL 2KG variant RED LABEL 250GM unit 250GM from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROKE BOND RED LABEL 2KG.png
174,BROKE BOND,BROKE BOND RED LABEL 5,4.07,5,5,250GM,RED LABEL 250GM,4355,8.90103E+12,2,Product BROKE BOND RED LABEL 5 variant RED LABEL 250GM unit 250GM from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROKE BOND RED LABEL 5.png
175,BROKE BOND,BROKE BOND RED LABEL 500GM.,168.25,207.76,212,250GM,RED LABEL 250GM,4356,14653,2,Product BROKE BOND RED LABEL 500GM. variant RED LABEL 250GM unit 250GM from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROKE BOND RED LABEL 500GM..png
176,BROKE BOND,BROKE BOND TAAZA LEEF 100G,21.64,25,25,100G,TAAZA LEEF 100G,4358,8.90103E+12,2,Product BROKE BOND TAAZA LEEF 100G variant TAAZA LEEF 100G unit 100G from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROKE BOND TAAZA LEEF 100G.png
177,BROKE BOND,BROKE BOND TAAZA LEEF 250G,44.5,50,50,100G,TAAZA LEEF 100G,4359,8.90103E+12,2,Product BROKE BOND TAAZA LEEF 250G variant TAAZA LEEF 100G unit 100G from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROKE BOND TAAZA LEEF 250G.png
178,BROKE BOND,BROKE BOND TAJ MAHAL 100G,84.56,95,95,100G,TAJ MAHAL 250GH,4361,8.90103E+12,2,Product BROKE BOND TAJ MAHAL 100G variant TAJ MAHAL 250GH unit 100G from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROKE BOND TAJ MAHAL 100G.png
179,BROKE BOND,BROKE BOND TAJ MAHAL 25N,59,70,70,,TAJ MAHAL 250GH,4366,8.90103E+12,2,Product BROKE BOND TAJ MAHAL 25N variant TAJ MAHAL 250GH from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROKE BOND TAJ MAHAL 25N.png
180,BROKE BOND,BROKE BOND TAJ MAHAL 500G,364.93,405,410,500G,TAJ MAHAL 250GH,4368,8.90103E+12,2,Product BROKE BOND TAJ MAHAL 500G variant TAJ MAHAL 250GH unit 500G from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROKE BOND TAJ MAHAL 500G.png
181,BROKE BOND,BROOKE BOND 3 ROSES 100G,71.21,80,80,100G,3 ROSES,4381,8.90103E+12,3,Product BROOKE BOND 3 ROSES 100G variant 3 ROSES unit 100G from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROOKE BOND 3 ROSES 100G.png
182,BROKE BOND,BROOKE BOND 3 ROSES 12G,8.14,10,10,12G,3 ROSES,4384,8.90103E+12,3,Product BROOKE BOND 3 ROSES 12G variant 3 ROSES unit 12G from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROOKE BOND 3 ROSES 12G.png
